id,site_code,year,month,day,gpp,npp,nep,ra,rh,cf,cw,cr,cveg,csom,af,aw,ar,tveg,tsoil,swc,create_time
185136,DHF,2023,7,17,1.043542289201519,0.3874140430611806,0.20840969552938912,0.6561282461403383,0.17900434753179148,281.3447248514738,8826.673609898533,324.38921480489313,9432.407549554899,7946.035037109367,0.1937052386570949,0.09685891105680226,0.09684989334728343,154.64445640363053,220.04938597228437,,28/7/2023 01:01:29
185137,DHF,2023,7,18,0.960985454006557,0.35676489962331503,0.17214184348644002,0.604220554383242,0.18462305613687502,281.43576184543264,8826.76164213598,324.4304523495601,9432.627856330972,7946.04265405893,0.1783808079850512,0.08919619796886544,0.08918789366939839,154.61070906132622,213.3505958262605,,28/7/2023 01:01:29
185138,DHF,2023,7,19,1.002829786859874,0.37229956682142684,0.1790337725319241,0.630530220038447,0.19326579428950275,281.51144118752296,8826.842011572306,324.4640208249038,9432.817473584733,7946.05023085005,0.18614807009380646,0.09308008131121842,0.09307141541640196,154.5828796028629,203.80726908263696,,28/7/2023 01:01:29
185139,DHF,2023,7,20,1.0214189345522013,0.37920076952214016,0.19749788600189042,0.6422181650300611,0.18170288352024974,281.59486017483596,8826.926264811606,324.5014670671122,9433.022592053552,7946.057746178978,0.1895986396849338,0.09480547818452645,0.09479665165267992,154.55208674493068,216.77334823403234,,28/7/2023 01:01:29
185140,DHF,2023,7,21,1.0078988150184311,0.37418143851327773,0.19698592570290802,0.6337173765051535,0.17719551281036972,281.6816992905047,8827.012243363524,324.5406321258814,9433.23457477991,7946.065336273901,0.18708899727938708,0.0935505754662084,0.09354186576768225,154.51999306187477,222.28517150592137,,28/7/2023 01:01:29
185141,DHF,2023,7,22,1.1103514126560357,0.4122168640859925,0.23128878481370735,0.6981345485700431,0.18092807927228516,281.7659970744601,8827.096966926747,324.57853568442124,9433.441499685629,7946.072954678505,0.20610653502729834,0.10305996204766847,0.1030503670110257,154.48888858108106,217.6976362568057,,28/7/2023 01:01:29
185142,DHF,2023,7,23,0.9442324093834048,0.350545348371582,0.1726422302755237,0.5936870610118228,0.17790311809605833,281.8692816342377,8827.191199791829,324.625941246128,9433.686422672194,7946.080545693367,0.1752710609814643,0.08764122345956586,0.08763306393055185,154.45051245131896,221.3970424492199,,28/7/2023 01:01:29
185143,DHF,2023,7,24,0.984831424483782,0.36561769258522564,0.18243352218675613,0.6192137318985563,0.18318417039846951,281.9416930293945,8827.270013824089,324.6579213776818,9433.869628231165,7946.088155092687,0.1828071637255888,0.09140951961132995,0.09140100924830688,154.4239949494595,215.01253287897654,,28/7/2023 01:01:29
185144,DHF,2023,7,25,1.1355633219323122,0.42157676047647585,0.2287825895270921,0.7139865614558364,0.19279417094938375,282.02161410294775,8827.352596073686,324.6936639719722,9434.067874148604,7946.09572631191,0.21078644014844014,0.10540006661595727,0.10539025371207844,154.3946078880377,204.29279233669558,,28/7/2023 01:01:29
185145,DHF,2023,7,26,0.960015957583119,0.3564049750347055,0.1727381896491432,0.6036109825484135,0.18366678538556228,282.1294852881462,8827.449168787705,324.7433896831194,9434.32204375897,7946.1032288939205,0.17820084734711386,0.08910621180460608,0.08909791588298553,154.35452322396046,214.44183224684846,,28/7/2023 01:01:29
185146,DHF,2023,7,27,1.0049820859904763,0.37309860574557224,0.1958249089566857,0.631883480244904,0.17727369678888655,282.20473151621815,8827.529447550342,324.7768145316054,9434.510993598165,7946.110790543434,0.1865475858787142,0.09327985218032063,0.09327116768653741,154.32695351067903,222.17284445766313,,28/7/2023 01:01:29
185147,DHF,2023,7,28,0.9936894767822354,0.3689062357426065,0.19470139084833374,0.6247832410396289,0.17420484489427276,282.28829702398747,8827.613899873075,324.8144069016356,9434.716603798699,7946.118393692742,0.18445142017045404,0.0922317012407576,0.09222311433139486,154.2962091186198,226.08489998018618,,28/7/2023 01:01:29
185148,DHF,2023,7,29,0.9935851168885063,0.36886749223524573,0.19489270208412354,0.6247176246532605,0.1739747901511222,282.36973587134486,8827.697303960416,324.8509447735835,9434.917984605345,7946.126016199302,0.18443204859507045,0.09222201482385906,0.09221342881631622,154.2662910400259,226.38238739294454,,28/7/2023 01:01:29
185149,DHF,2023,7,30,1.0079183229754813,0.3741886808230442,0.19923633114061223,0.6337296421524371,0.17495234968243195,282.4511256284836,8827.780698277937,324.8874666960692,9435.11929060249,7946.13363878476,0.1870926184009413,0.09355238614460294,0.09354367627749995,154.23640362609297,225.11602147952354,,28/7/2023 01:01:29
185150,DHF,2023,7,31,1.0198865460081161,0.37863187179030117,0.20293311666292382,0.6412546742178149,0.17569875512737734,282.53514625469904,8827.865422883382,324.92531260480337,9435.325881742883,7946.141253105303,0.189314193437073,0.09466324582151446,0.0946544325317137,154.20552226895404,224.15814682291435,,28/7/2023 01:01:29
185151,DHF,2023,8,1,1.0226349083319337,0.3796521985855687,0.20452309799689813,0.6429827097463651,0.17512910058867057,282.6213577951653,8827.951258263782,324.9642627815986,9435.536878840547,7946.1488606509365,0.18982435213917856,0.0949183417430014,0.09490950470338874,154.17381638125266,224.88566440116833,,28/7/2023 01:01:29
185152,DHF,2023,8,2,1.0240962330043404,0.3801947139253117,0.20564417354897455,0.6439015190790287,0.17455054037633713,282.7080480340404,8828.037348654267,325.0034613530599,9435.748858041368,7946.156470487486,0.19009560731240266,0.09505397814023658,0.09504512847267244,154.1419410636718,225.62950882803383,,28/7/2023 01:01:29
185153,DHF,2023,8,3,1.0247863352145303,0.3804509136885043,0.2064805257786874,0.644335421526026,0.17397038790981692,282.7949778931091,8828.123574595058,325.04278882820074,9435.961341316368,7946.164082752495,0.19022370601497168,0.09511803165228729,0.09510917602124534,154.1099878290134,226.38044119513228,,28/7/2023 01:01:29
185357,DHF,2023,6,1,0.9789758868423009,0.4326632049933534,0.28720537142968383,0.5463126818489474,0.14545783356366962,278.1298448205575,8823.512868694314,321.4063516871638,9423.049065202034,7948.016537749337,0.21632916323102303,0.10817703853252192,0.10815700322980848,155.71668910716286,237.43200466775292,,29/7/2023 01:01:19
185358,DHF,2023,6,2,0.8528955618329316,0.3769413856530323,0.23853369285520362,0.47595417617989927,0.1384076927978287,278.24470376008634,8823.612222219977,321.4590104818017,9423.315936461866,7948.028314192508,0.18846856770895376,0.09424513647033313,0.09422768147374543,155.67312160123237,249.52726664066114,,29/7/2023 01:01:19
185359,DHF,2023,6,3,0.918858460922797,0.4060940131226725,0.2611393188459181,0.5127644478001245,0.14495469427675436,278.33166020005984,8823.697643744224,321.49773086192994,9423.527034806213,7948.039948287908,0.2030447170872906,0.10153405050025607,0.10151524553512584,155.64048143834228,238.258853708547,,29/7/2023 01:01:19
185360,DHF,2023,6,4,0.9284569932328409,0.4103361316552252,0.2751557815917362,0.5181208615776157,0.135180350063489,278.43316106505847,8823.79035409708,321.54373212015423,9423.767247282292,7948.051716839467,0.20516575243737994,0.10259469031122075,0.10257568890662451,155.60217502168868,255.4875442238351,,29/7/2023 01:01:19
185361,DHF,2023,6,5,0.8378967863255868,0.370312603096482,0.23089933558869932,0.46758418322910483,0.13941326750778268,278.53674593480565,8823.884124997037,321.59078587857334,9424.011656810417,7948.063287628326,0.18515421380238362,0.09258776866607371,0.09257062062802468,155.56307472727357,247.73242800069627,,29/7/2023 01:01:19
185362,DHF,2023,6,6,0.9183901394922762,0.40588703616458865,0.26353697131477394,0.5125031033276876,0.1423500648498147,278.6202814750079,8823.967888881578,321.6278264437988,9424.215996800385,7948.074946223931,0.20294122977514176,0.10148230088505529,0.10146350550439161,155.53181659195482,242.62315009287073,,29/7/2023 01:01:19
